Rank|Song|Total Points|Number Ones|Total Listeners
4514|Bruce Springsteen - Thunder Road|1.0|0|1
4514|Bruno Mars - Too Good To Say Goodbye|1.0|0|1
4514|Bruno Mars - Treasure|1.0|0|1
4514|BT - City Life (Original Mix Edit)|1.0|0|1
4514|BTS - Am I Wrong|1.0|0|1
4514|BTS - dimple|1.0|0|1
4514|BTS - DNA|1.0|0|1
4514|BTS - Go Go|1.0|0|1
4514|BTS - Intro: Serendipity|1.0|0|1
4514|BTS - MIC Drop|1.0|0|1
4514|BTS - Outro: Her|1.0|0|1
4514|BTS - Pied Piper|1.0|0|1
4514|BTS - Skit: Billboard Music Awards Speech|1.0|0|1
4514|BTS - 불타오르네 FIRE|1.0|0|1
4514|Buddy - World Of Wonders|1.0|0|1
4514|Buddy Holly - Midnight Shift|1.0|0|1
4514|Buddy Holly - Rock Around With Ollie Vee Version|1.0|0|1
4514|Built To Spill - I Would Hurt a Fly|1.0|0|1
4514|Bush - The Sound Of Winter|1.0|0|1
4514|Butthole Surfers - Pepper|1.0|0|1
4514|BØRNS - American Money|1.0|0|1
4514|BØRNS - God Save Our Young Blood (feat. Lana Del Rey)|1.0|0|1
4514|BØRNS - We Don't Care|1.0|0|1
4514|C418 - Dreiton|1.0|0|1
4514|C418 - Taswell|1.0|0|1
4514|Cage The Elephant - Halo|1.0|0|1
4514|Cage The Elephant - Shake Me Down|1.0|0|1
4514|Cage The Elephant - TROUBLE|1.0|0|1
4514|Caitlin Canty - Time Rolls By|1.0|0|1
4514|Caitlyn Scarlett - Shangri-La|1.0|0|1
4514|Cal Chuchesta - Don't Talk To Me|1.0|0|1
4514|Calamari Inkantation (Final Boss Phase 2) - Splatoon Music Extended|1.0|0|1
4514|Calum Scott - Come Back Home|1.0|0|1
4514|Calum Scott - Good To You|1.0|0|1
4514|Calvin Harris & Disciples - How Deep Is Your Love (DJ Snake Remix)|1.0|0|1
4514|Calvin Harris - Bounce|1.0|0|1
4514|Calvin Harris - Faking It|1.0|0|1
4514|Calvin Harris - Heatstroke (feat. Young Thug, Pharrel Williams & Ariana Grande)|1.0|0|1
4514|Calvin Harris - Here 2 China|1.0|0|1
4514|Calvin Harris - I Need Your Love|1.0|0|1
4514|Calvin Harris - I Need Your Love (feat. Ellie Goulding)|1.0|0|1
4514|Calvin Harris - Let's Go|1.0|0|1
4514|Calvin Harris - Outside|1.0|0|1
4514|Calvin Harris - Rollin|1.0|0|1
4514|Calvin Harris - Rollin (feat. Future & Khalid)|1.0|0|1
4514|Calvin Harris - School|1.0|0|1
4514|Calvin Harris - Sweet Nothing|1.0|0|1
4514|Calvin Harris - We'll Be Coming Back|1.0|0|1
4514|Camila Cabello - Something's Gotta Give|1.0|0|1
4514|Camila Cabello feat. Young Thug - Havana (feat. Young Thug)|1.0|0|1
4514|Camo & Krooked - Mandala (feat. Mefjus)|1.0|0|1
4514|Camo & Krooked - Turn Back The Time|1.0|0|1
4514|Camp Cope - Sagan-Indiana|1.0|0|1
4514|Candy Claws - Fell in Love (At The Water)|1.0|0|1
4514|Candy Claws - Pangaea Girls (Magic Feeling)|1.0|0|1
4514|Cap'n Jazz - We Are Scientists!|1.0|0|1
4514|Capital Cities - Chartreuse|1.0|0|1
4514|Capital Cities - Kangaroo Court|1.0|0|1
4514|Capital Cities - Safe and Sound|1.0|0|1
4514|Car Seat Headrest - Cute Thing|1.0|0|1
4514|Car Seat Headrest - Sober To Death|1.0|0|1
4514|Car Seat Headrest - The Ending Of Dramamine|1.0|0|1
4514|Cara Delevingne Shows Her Hot Sauce Balls While Eating Spicy Wings - Hot Ones|1.0|0|1
4514|Caravan Palace - LONE DIGGER|1.0|0|1
4514|Cardi B - Music School|1.0|0|1
4514|Carly Pearce - Every Little Thing|1.0|0|1
4514|Carly Rae Jepsen - Almost Said It|1.0|0|1
4514|Carly Rae Jepsen - Everywhere You Look (The Fuller House Theme)|1.0|0|1
4514|Carly Rae Jepsen - E•MO•TION|1.0|0|1
4514|Carly Rae Jepsen - Heavy Lifting|1.0|0|1
4514|Carly Rae Jepsen - Hotel Shampoos|1.0|0|1
4514|Carly Rae Jepsen - I Still Wonder (acoustic)|1.0|0|1
4514|Carly Rae Jepsen - Love Again|1.0|0|1
4514|Carly Rae Jepsen - Money and The Ego|1.0|0|1
4514|Carly Rae Jepsen - Never Get To Hold You|1.0|0|1
4514|Carly Rae Jepsen - Run Away With Me/Your Type - Medley (Late Night with Seth Meyers)|1.0|0|1
4514|Carly Rae Jepsen - Sunshine on My Shoulders|1.0|0|1
4514|Carly Rae Jepsen - Sweet Talker|1.0|0|1
4514|Carly Rae Jepsen - Sweetie|1.0|0|1
4514|Carly Rae Jepsen - Tell Me|1.0|0|1
4514|Carly Rae Jepsen - Worldly Matters|1.0|0|1
4514|Caroline Rose - Jeannie Becomes a Mom|1.0|0|1
4514|Carousels - Wishing Well|1.0|0|1
4514|Carpenters - (They Long To Be) Close To You|1.0|0|1
4514|Carpenters - Please Mr. Postman|1.0|0|1
4514|Carrie Underwood - Blown Away|1.0|0|1
4514|Carrie Underwood - Two Black Cadillacs|1.0|0|1
4514|Cascada - Could It Be You|1.0|0|1
4514|Cascada - Everytime We Touch|1.0|0|1
4514|Cascada - Love Again|1.0|0|1
4514|Casey Veggies - Tied Up|1.0|0|1
4514|Cash Cash - Finest Hour (feat. Abir)|1.0|0|1
4514|Cash Cash - How To Love (feat. Sofia Reyes)|1.0|0|1
4514|Cash Cash - Take Me Home (feat. Bebe Rexha)|1.0|0|1
4514|Cashmere Cat - Europa Pools (feat. Kacy Hill)|1.0|0|1
4514|Cashmere Cat - Miss You|1.0|0|1
4514|Cashmere Cat - Trust Nobody|1.0|0|1
4514|Cass McCombs - Bum Bum Bum|1.0|0|1
4514|Cassie - Don't Play It Safe|1.0|0|1
4514|Castlebeat - Video Tape|1.0|0|1
4514|Cat Power - Sea Of Love|1.0|0|1
4514|Catfish and The Bottlemen - 7|1.0|0|1
4514|Catie Turner Auditions for American Idol With Quirky Original Song - American Idol 2018 on ABC|1.0|0|1
4514|Cavetown - Fool|1.0|0|1
4514|Cazzu - Chapiadora|1.0|0|1
4514|Cazzu - Fantasías|1.0|0|1
4514|Cazzu - Hello Bitche$|1.0|0|1
4514|Cazzu - Killa|1.0|0|1
4514|Chad - I Don't Dance|1.0|0|1
4514|Chairlift - Ghost Tonight|1.0|0|1
4514|Chairlift - I Belong in Your Arms|1.0|0|1
4514|Chairlift - Moth To The Flame|1.0|0|1
4514|Chance The Rapper - All We Got (feat. Kanye West & Chicago Children's Choir)|1.0|0|1
4514|Chance The Rapper - Finish Line / Drown (feat. T-Pain, Kirk Franklin, Eryn Allen Kane & Noname)|1.0|0|1
4514|Channing Spence - Forevermore|1.0|0|1
4514|Charli XCX & Carly Rae Jepsen - Backseat - Pop2 Concert - LIVE in LA @ The El Rey Theatre - 3-15-18|1.0|0|1
4514|Charli XCX - Babygirl|1.0|0|1
4514|Charli XCX - Babygirl (feat. Uffie)|1.0|0|1
4514|Charli XCX - Backseat|1.0|0|1
4514|Charli XCX - Black Roses|1.0|0|1
4514|Charli XCX - bounce|1.0|0|1
4514|Charli XCX - Boys - DROELOE Remix|1.0|0|1
4514|Charli XCX - Cloud Aura (feat. Brooke Candy)|1.0|0|1
4514|Charli XCX - Delicious|1.0|0|1
4514|Charli XCX - Drugs|1.0|0|1
4514|Charli XCX - Famous|1.0|0|1
4514|Charli XCX - Femmebot|1.0|0|1
4514|Charli XCX - Grins|1.0|0|1
4514|Charli XCX - How Can I|1.0|0|1
4514|Charli XCX - I Got It|1.0|0|1
4514|Charli XCX - Lipgloss|1.0|0|1
4514|Charli XCX - Lipgloss (feat. CupcaKke)|1.0|0|1
4514|Charli XCX - Lock You Up|1.0|0|1
4514|Charli XCX - Porsche|1.0|0|1
4514|Charli XCX - Save You|1.0|0|1
4514|Charli XCX - Set Me Free|1.0|0|1
4514|Charli XCX - So Far Away|1.0|0|1
4514|Charli XCX - Stay Away|1.0|0|1
4514|Charli XCX - Sucker|1.0|0|1
4514|Charli XCX - What I Like|1.0|0|1
4514|Charli XCX - You (Ha Ha Ha)|1.0|0|1
4514|Charli XCX - You're The One|1.0|0|1
4514|Charlie Puth - Attention|1.0|0|1
4514|Charlize Theron Takes a Rorschach Test While Eating Spicy Wings - Hot Ones|1.0|0|1
4514|Charlotte Lawrence - Just The Same|1.0|0|1
4514|Chastity - Children|1.0|0|1
4514|Cheat Codes - Feels Great (feat. Fetty Wap & CVBZ)|1.0|0|1
4514|Cheat Codes - No Promises (feat. Demi Lovato)|1.0|0|1
4514|Cheat Codes - Pretty Girl (Cheat Codes & Cade Remix)|1.0|0|1
4514|Cheat Codes - Put Me Back Together (feat. Kiiara)|1.0|0|1
4514|Cheryl - Parachute|1.0|0|1
4514|Chester Lockhart - In Loving Memory|1.0|0|1
4514|Chet Atkins & Jerry Reed - Bridge Over Troubled Water|1.0|0|1
4514|Chet Atkins & Jerry Reed - Cannonball Rag|1.0|0|1
4514|Chet Atkins & Jerry Reed - january february march|1.0|0|1
4514|Chet Atkins & Jerry Reed - Jerry's Breakdown|1.0|0|1
4514|Chet Atkins & Jerry Reed - Liebestraum|1.0|0|1
4514|Chet Atkins & Jerry Reed - Limehouse Blues|1.0|0|1
4514|Chet Atkins & Jerry Reed - MacArthur Park|1.0|0|1
4514|Chet Atkins & Jerry Reed - Nut Sundae|1.0|0|1
4514|Chet Atkins & Jerry Reed - ol' man river|1.0|0|1
4514|Chet Atkins & Jerry Reed - Serenade To Summertime|1.0|0|1
4514|Chet Atkins & Jerry Reed - Something|1.0|0|1
4514|Chet Atkins & Jerry Reed - Stumpwater|1.0|0|1
4514|Chet Atkins & Jerry Reed - Tennessee Stud|1.0|0|1
4514|Chet Atkins & Jerry Reed - Wreck Of The John B|1.0|0|1
4514|Chic - Le Freak Edit|1.0|0|1
4514|Chiddy Bang - Mind Your Manners (feat. Icona Pop)|1.0|0|1
4514|Childish Gambino - Baby Boy|1.0|0|1
4514|Childish Gambino - IV. Sweatpants|1.0|0|1
4514|Chloe x Halle - Happy Without Me|1.0|0|1
4514|Chris Ayer - Stay Another Night|1.0|0|1
4514|Chris Brown - Questions|1.0|0|1
4514|Chris Isaak - Wicked Game|1.0|0|1
4514|Chris Jericho on - Ronda Rousey's backstage heat|1.0|0|1
4514|Chris Rock - Black Mall|1.0|0|1
4514|Chris Rock - Crazy White Kids|1.0|0|1
4514|Chris Stapleton - Traveller|1.0|0|1
4514|Chris Young - I'm Comin' Over|1.0|0|1
4514|Christina Aguilera - Ain't No Other Man|1.0|0|1
4514|Christina Aguilera - Beautiful|1.0|0|1
4514|Christina Aguilera - Beautiful (Live) (CNN Heroes) High Definition|1.0|0|1
4514|Christina Aguilera - Blessed|1.0|0|1
4514|Christina Aguilera - Come On Over Baby (All I Want Is You) - Radio Version|1.0|0|1
4514|Christina Aguilera - Don't Make Me Love You|1.0|0|1
4514|Christina Aguilera - El Beso del Final|1.0|0|1
4514|Christina Aguilera - Keeps Gettin' Better|1.0|0|1
4514|Christina Aguilera - Love Will Find a Way|1.0|0|1
4514|Christina Aguilera - Ven Conmigo (Solamente Tú)|1.0|0|1
4514|Christopher Jackson - One Last Time|1.0|0|1
4514|Chromatics - Lady|1.0|0|1
4514|Chrome Sparks - Still Think|1.0|0|1
4514|Chromeo - Bedroom Calling (feat. The-Dream)|1.0|0|1
4514|Chromeo - Jealous (I Ain't With It)|1.0|0|1
4514|Chromeo - Old 45s|1.0|0|1
4514|Chuck Higgins - Night Scene|1.0|0|1
4514|Chumbawamba - Tubthumping|1.0|0|1
4514|CHUNG HA - Roller Coaster|1.0|0|1
4514|CHUNG HA - Why Don't You Know (feat. Nucksal)|1.0|0|1
4514|CHVRCHES - Clearest Blue (Gryffin Remix) (Bonus Track)|1.0|0|1
4514|CHVRCHES - High Enough To Carry You Over|1.0|0|1
4514|CHVRCHES - Keep You On My Side|1.0|0|1
4514|CHVRCHES - Never Say Die|1.0|0|1
4514|Ciara - One, Two Step|1.0|0|1
4514|Cid - Sweet Memories (feat. Kaskade)|1.0|0|1
4514|City Calm Down - Kingdom|1.0|0|1
4514|Claude-Michel Schönberg - One Day More|1.0|0|1
4514|CLAYE - Afterhours|1.0|0|1
4514|Clean Bandit - Real Love|1.0|0|1
4514|clipping. - Or Die|1.0|0|1
4514|CNCO - Hey DJ|1.0|0|1
4514|CNCO - Mamita|1.0|0|1
4514|Cobra Starship - Good Girls Go Bad (feat. Leighton Meester)|1.0|0|1
4514|cocainejesus - I Miss You Like 2007|1.0|0|1
4514|cocainejesus - Mama's Boy|1.0|0|1
4514|cocainejesus - Personal Hell (feat. Unnq & Oschea)|1.0|0|1
4514|cocainejesus - Retrospect|1.0|0|1
4514|cocainejesus - Suicide Voyeur|1.0|0|1
4514|cocainejesus - Where I Lived My First Life|1.0|0|1
4514|cocainejesus - Wtf I H8 U All|1.0|0|1
4514|cocainejesus - You'll Like It|1.0|0|1
4514|Cocovan - Chic (Someone To Love)|1.0|0|1
4514|Cocteau Twins - Frou-Frou Foxes in Midsummer Fires|1.0|0|1
4514|Cocteau Twins - Heaven or Las Vegas|1.0|0|1
4514|Cocteau Twins - Orange Appled|1.0|0|1
4514|Cocteau Twins - Wolf in The Breast|1.0|0|1
4514|Codeine - Barely Real|1.0|0|1
4514|Codeine - Gravel Bed|1.0|0|1
4514|Codeine - Hard To Find|1.0|0|1
4514|Codeine - Pickup Song|1.0|0|1
4514|Codeine - Promise Of Love|1.0|0|1
4514|Codeine - Realize|1.0|0|1
4514|Coin - Feeling|1.0|0|1
4514|Coin - Fingers Crossed|1.0|0|1
4514|Colbie Caillat - Bubbly|1.0|0|1
4514|Cold War Kids - Audience|1.0|0|1
4514|Cold War Kids - Hot Coals|1.0|0|1
4514|Cold War Kids - We Used To Vacation|1.0|0|1
4514|Coldabank - Feel It Still (Coldabank Remix)|1.0|0|1
4514|Coldplay - Clocks|1.0|0|1
4514|Coldplay - Hymn For The Weekend - Seeb Remix|1.0|0|1
4514|Coldplay - Paradise|1.0|0|1
4514|Coleman Hawkins - Body and Soul|1.0|0|1
4514|Collective Soul - Generate|1.0|0|1
4514|Colony House - 1234|1.0|0|1
4514|Colony House - 3:20|1.0|0|1
4514|Colony House - Follow Me Down|1.0|0|1
4514|Colony House - Was It Me|1.0|0|1
4514|Coma_Cose - Post Concerto|1.0|0|1
4514|Commodores - Brick House|1.0|0|1
4514|Common - I Used To Love H.E.R.|1.0|0|1
4514|Common - The Light|1.0|0|1
4514|Connor - Sun Burns|1.0|0|1
4514|ConsciousThoughts - Hiromi|1.0|0|1
4514|Coolio - Gangsta's Paradise (as heard in The Green Hornet) (Re-Recorded/Re-Mastered Version)|1.0|0|1
4514|Cornelius - Count Five or Six|1.0|0|1
4514|Cornelius - New Music Machine|1.0|0|1
4514|Corona - The Rhythm Of The Night|1.0|0|1
4514|Courtney Act - COSMO Queens | Episode 10 | Cosmopolitan|1.0|0|1
4514|Courtney Barnett - An Illustration Of Loneliness (Sleepless in New York)|1.0|0|1
4514|Courtney Barnett - Aqua Profunda!|1.0|0|1
4514|Courtney Barnett - Boxing Day Blues|1.0|0|1
4514|Courtney Barnett - Dead Fox|1.0|0|1
4514|Courtney Barnett - Debbie Downer|1.0|0|1
4514|Courtney Barnett - Depreston|1.0|0|1
4514|Courtney Barnett - Elevator Operator|1.0|0|1
4514|Courtney Barnett - Kim's Caravan|1.0|0|1
4514|Courtney Barnett - Nobody Really Cares If You Don't Go To The Party|1.0|0|1
4514|Courtney Barnett - Pedestrian at Best|1.0|0|1
4514|Courtney Barnett - Small Poppies|1.0|0|1
4514|Courtney Love - Mono|1.0|0|1
4514|Craig Cardiff - Dirty Old Town|1.0|0|1
4514|Craig David - 7 Days|1.0|0|1
4514|Cray - Infinity Signs|1.0|0|1
4514|Crazy Ex-Girlfriend Cast - Clean Up On Aisle 4|1.0|0|1
4514|Crazy Ex-Girlfriend Cast - Gettin' Bi|1.0|0|1
4514|Creed - With Arms Wide Open|1.0|0|1
4514|Crocodiles - Go Now|1.0|0|1
4514|Crooked Fingers - Sleep All Summer|1.0|0|1
4514|Crucible Cast Party (feat. Lin-Manuel Miranda) - SNL|1.0|0|1
4514|Crystal Castles - Suffocation|1.0|0|1
4514|CupcakKe - 2 Minutes|1.0|0|1
4514|CupcakKe - Total|1.0|0|1
4514|Cursive - Bloody Murderer|1.0|0|1
4514|Cut For Time: Supermarket Spree (Melissa McCarthy) - SNL|1.0|0|1
4514|Cute Is What We Aim For - The Curse Of Curves|1.0|0|1
4514|CXLOE - Tough Love|1.0|0|1
4514|Cymbals Eat Guitars - Chambers|1.0|0|1
4514|Cyndi Lauper - Time After Time|1.0|0|1
4514|Czarface - Bomb Thrown|1.0|0|1
4514|Céline Dion - I Drove All Night|1.0|0|1
4514|D.R.A.M. - BROCCOLI (feat. Lil Yachty)|1.0|0|1
4514|Dabin - I Still Feel You|1.0|0|1
4514|Dabin - The Fall|1.0|0|1
4514|Dada Life - Sunday F**k You Too (feat. Anthony Mills)|1.0|0|1
4514|Daft Punk - Around The World|1.0|0|1
4514|DallasK - In The Name Of Love (DallasK Remix) (feat. Bebe Rexha)|1.0|0|1
4514|Dan + Shay - How Not To|1.0|0|1
4514|Dan Croll - Compliment Your Soul|1.0|0|1
4514|Danger Incorporated - Birds Fly By Night|1.0|0|1
4514|Danger Incorporated - Change Me|1.0|0|1
4514|Danger Incorporated - Pack in My Bag|1.0|0|1
4514|Danger Incorporated - Real G's Only|1.0|0|1
4514|Daniel Bedingfield - Gotta Get Thru This|1.0|0|1
4514|Daniel Caesar - Best Part (feat. H.E.R.)|1.0|0|1
4514|Daniel Caesar - Get You (feat. Kali Uchis)|1.0|0|1
4514|Daniel Caesar - Japanese Denim|1.0|0|1
4514|Daniel Kaede - Distant Fortune|1.0|0|1
4514|Daniel Westley - First Movement|1.0|0|1
4514|Danielle Nicole - Cry No More|1.0|0|1
4514|Danity Kane - Ain't True (Interlude)|1.0|0|1
4514|Danity Kane - Back Up|1.0|0|1
4514|Danity Kane - Come Over (Interlude)|1.0|0|1
4514|Danity Kane - Heartbreaker|1.0|0|1
4514|Danity Kane - Hold Me Down|1.0|0|1
4514|Danity Kane - One Shot|1.0|0|1
4514|Danity Kane - Ooh Ahh|1.0|0|1
4514|Danity Kane - Press Pause|1.0|0|1
4514|Danity Kane - Right Now|1.0|0|1
4514|Danity Kane - Show Stopper|1.0|0|1
4514|Danity Kane - Sleep On It|1.0|0|1
4514|Danity Kane - Stay With Me|1.0|0|1
4514|Danity Kane - Touching My Body|1.0|0|1
4514|Danity Kane - Want It|1.0|0|1
4514|Danny Brown - 30|1.0|0|1
4514|Danny Brown - Adderall Admiral|1.0|0|1
4514|Danny Brown - Baseline|1.0|0|1
4514|Danny Brown - Blunt After Blunt|1.0|0|1
4514|Danny Brown - Bruiser Brigade (feat. Dopehead)|1.0|0|1
4514|Danny Brown - Detroit187 (feat. Chip$)|1.0|0|1
4514|Danny Brown - Die Like a Rockstar|1.0|0|1
4514|Danny Brown - DNA|1.0|0|1
4514|Danny Brown - EWNESW|1.0|0|1
4514|Danny Brown - Fields|1.0|0|1
4514|Danny Brown - I Will|1.0|0|1
4514|Danny Brown - Lie4|1.0|0|1
4514|Danny Brown - Monopoly|1.0|0|1
4514|Danny Brown - Nosebleeds|1.0|0|1
4514|Danny Brown - Outer Space|1.0|0|1
4514|Danny Brown - Pac Blood|1.0|0|1
4514|Danny Brown - Party All The Time|1.0|0|1
4514|Danny Brown - Radio Song|1.0|0|1
4514|Danny Brown - Rolling Stone|1.0|0|1
4514|Danny Brown - Scrap or Die|1.0|0|1
4514|Danny Brown - WitIt|1.0|0|1
4514|Danny Brown - XXX|1.0|0|1
4514|Danny Byrd - Throw Ya Hands|1.0|0|1
4514|Danny Elfman - Finale|1.0|0|1
4514|Danny L Harle - Blue Angel (feat. Clairo)|1.0|0|1
4514|Danny L Harle - Happy All The Time|1.0|0|1
4514|Danny L Harle - Me4U (feat. Morrie)|1.0|0|1
4514|Dantes - What I Need (feat. Young Breed & Rob Curly)|1.0|0|1
4514|Daphne & Celeste - Paint Can|1.0|0|1
4514|Darlingside - Rita Hayworth|1.0|0|1
4514|Dashboard Confessional - Catch You|1.0|0|1
4514|Dashboard Confessional - Heart Beat Here|1.0|0|1
4514|Dashboard Confessional - Just What To Say (feat. Chrissy Costanza)|1.0|0|1
4514|Dave Matthews Band - Crash into Me|1.0|0|1
4514|David Archuleta - Crush|1.0|0|1
4514|David Bowie - Suffragette City - 2012 Remastered Version|1.0|0|1
4514|David Guetta - Bang My Head (feat. Sia & Fetty Wap)|1.0|0|1
4514|David Guetta - Dirty Sexy Money (feat. Charli XCX & French Montana)|1.0|0|1
4514|David Guetta - Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)|1.0|0|1
4514|David Guetta - Lovers on The Sun (feat. Sam Martin)|1.0|0|1
4514|David Guetta - Titanium (feat. Sia)|1.0|0|1
4514|David Lee Murphy - As The Crow Flies|1.0|0|1
4514|Day Wave - You|1.0|0|1
4514|Daya - Sit Still, Look Pretty|1.0|0|1
4514|DCF - Bring A Friend|1.0|0|1
4514|deadmau5 - I Remember|1.0|0|1
4514|Death Cab for Cutie - The New Year|1.0|0|1
4514|Deejay Heroes - Porcelain|1.0|0|1
4514|Deerhunter - Hazel St.|1.0|0|1
4514|Deerhunter - Heatherwood|1.0|0|1
4514|Deerhunter - Intro|1.0|0|1
4514|Deerhunter - Octet|1.0|0|1
4514|Deerhunter - Providence|1.0|0|1
4514|Deerhunter - Red Ink|1.0|0|1
4514|Deerhunter - Spring Hall Convert|1.0|0|1
4514|Deerhunter - Strange Lights|1.0|0|1
4514|Deerhunter - Tape Hiss Orchid|1.0|0|1
4514|Def Leppard - Animal|1.0|0|1
4514|Demi Lovato - Confident|1.0|0|1
4514|Demi Lovato - Only Forever|1.0|0|1
4514|Demi Lovato - Quiet|1.0|0|1
4514|Demi Lovato - Remember December|1.0|0|1
4514|Demi Lovato - Sexy Dirty Love|1.0|0|1
4514|Demi Lovato - Skyscraper|1.0|0|1
4514|Denis Horvat - Lodi|1.0|0|1
4514|Denzel Curry - Sumo|1.0|0|1
4514|Depeche Mode - Just Can't Get Enough|1.0|0|1
4514|Depeche Mode - Personal Jesus - Original Seven Inch Version|1.0|0|1
4514|Derek and The Dominos - Layla|1.0|0|1
4514|Dessa - Saan Ka Man Naroroon - From "Saan Ka Man Naroroon"|1.0|0|1
4514|Destiny's Child - Bills, Bills, Bills|1.0|0|1
4514|Destiny's Child - Bootylicious|1.0|0|1
4514|Destiny's Child - Bug A Boo (H-town Screwed Mix)|1.0|0|1
4514|Destiny's Child - Cater 2 U - Storch Remix Edit|1.0|0|1
4514|Destiny's Child - Independent Women Part I|1.0|0|1
4514|Destiny's Child - Independent Women, Pt. I (#1's Edit)|1.0|0|1
4514|Destiny's Child - Jumpin', Jumpin'|1.0|0|1
4514|Destiny's Child - Soldier ft Lil Wayne|1.0|0|1
4514|Destiny's Child - Survivor|1.0|0|1
4514|Dev - Bass Down Low|1.0|0|1
4514|Dev - In The Dark|1.0|0|1
4514|Dev - Naked|1.0|0|1
4514|Devin Townsend - Daddy|1.0|0|1
4514|Devin Tracy - that's not us|1.0|0|1
4514|Devo - Whip It|1.0|0|1
4514|Devoted - Hidden Track|1.0|0|1
4514|Diana Ross - I'm Coming Out|1.0|0|1
4514|Diana Ross - It's Your Move|1.0|0|1
4514|Diana Ross - The Boss|1.0|0|1
4514|Dido - White Flag|1.0|0|1
4514|DIIV - Bent (Roi's Song)|1.0|0|1
4514|DIIV - Doused|1.0|0|1
4514|DIIV - Under The Sun|1.0|0|1
4514|DIM3NSION - Mangata|1.0|0|1
4514|Dimension - Raver|1.0|0|1
4514|Dion & The Belmonts - The Wanderer|1.0|0|1
4514|Dion - Abraham, Martin And John|1.0|0|1
4514|Diplo - Be Right There (feat. Sleepy Tom)|1.0|0|1
4514|Dire Straits - Sultans Of Swing|1.0|0|1
4514|Dirty Projectors - Cannibal Resource|1.0|0|1
4514|Dirty Projectors - Keep Your Name|1.0|0|1
4514|Dirty Projectors - Stillness Is The Move|1.0|0|1
4514|Dirty Projectors - Temecula Sunrise|1.0|0|1
4514|Disclosure - Defeated No More (feat. Ed Macfarlane)|1.0|0|1
4514|Disclosure - Feel like I do (feat. Al Green)|1.0|0|1
4514|Disclosure - Help Me Lose My Mind (feat. London Grammar)|1.0|0|1
4514|Disclosure - Holding On (feat. Gregory Porter)|1.0|0|1
4514|Disclosure - Intro|1.0|0|1
4514|Disclosure - My Intention Is War|1.0|0|1
4514|Disclosure - What's in Your Head|1.0|0|1
4514|Disclosure - You & Me (Flume remix)|1.0|0|1
4514|Dishwalla - Counting Blue Cars (Tell Me Your Thoughts On God)|1.0|0|1
4514|Disney Pixar Up - Picture Momentos - Carl & Ellie|1.0|0|1
4514|Dispatch - Flying Horses|1.0|0|1
4514|Disturbed - The Light|1.0|0|1
4514|Dixie Chicks - Goodbye Earl|1.0|0|1
4514|Dizzee Rascal - Hype|1.0|0|1
4514|Dizzee Rascal - I Luv U|1.0|0|1
4514|Dj Esco - Walk Thru (feat. Future & Nas)|1.0|0|1
4514|DJ Khaled - All I Do Is Win - (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)|1.0|0|1
4514|DJ Khaled - Do You Mind|1.0|0|1
4514|DJ Khaled - For Free|1.0|0|1
4514|DJ Khaled - Holy Key|1.0|0|1
4514|DJ Khaled - I'm The One|1.0|0|1
4514|DJ Khaled - Jermaine's Interlude|1.0|0|1
4514|DJ Khaled - Nas Album Done|1.0|0|1
4514|DJ Koze - The Love Truck|1.0|0|1
4514|DJ Snake - Turn Down For What|1.0|0|1
4514|DJ Snake - You know you like it|1.0|0|1
4514|Django Django - High Moon|1.0|0|1
4514|DJDS - No Pain (feat. Khalid, Charlie Wilson & Charlotte Day Wilson)|1.0|0|1
4514|DMA's - Laced|1.0|0|1
4514|DNCE - Toothbrush|1.0|0|1
4514|Doja Cat - ALL NIGHTER|1.0|0|1
4514|Doja Cat - Body Language|1.0|0|1
4514|Doja Cat - Candy|1.0|0|1
4514|Doja Cat - Casual|1.0|0|1
4514|Doja Cat - Down Low|1.0|0|1
4514|Doja Cat - Fancy|1.0|0|1
4514|Doja Cat - Game|1.0|0|1
4514|Doja Cat - Morning Light|1.0|0|1
4514|Doja Cat - Wild Beach|1.0|0|1
4514|Doja Cat - Wine Pon You|1.0|0|1
4514|Dolly Parton - You're The One That Taught Me How To Swing|1.0|0|1
4514|Domo Genesis - Rolling Papers|1.0|0|1
4514|Don Diablo - Good Grief (Don Diablo Remix)|1.0|0|1
4514|Don Diablo - People Say|1.0|0|1
4514|Donna Summer - Hot Stuff - Ralphi Rosario And Erick Ibiza 2018 Rework|1.0|0|1
4514|Donna Summer - Unconditional Love|1.0|0|1
4514|Donovan - Hurdy Gurdy Man|1.0|0|1
4514|Donovan Woods - Portland, Maine|1.0|0|1
4514|Doomtree - Slow Burn|1.0|0|1
4514|Dorothy - 28 Days In The Valley|1.0|0|1
4514|Dorothy - Ain't Our Time To Die|1.0|0|1
4514|Dorothy - Black Tar & Nicotine|1.0|0|1
4514|Dorothy - Flawless|1.0|0|1
4514|Dorothy - Freedom|1.0|0|1
4514|Dorothy - Mountain|1.0|0|1
4514|Dorothy - On My Knees|1.0|0|1
4514|Dorothy - Philadelphia|1.0|0|1
4514|Dorothy - Pretty When You're High|1.0|0|1
4514|Dorothy - We Are STAARS|1.0|0|1
4514|Dorothy - We Need Love|1.0|0|1
4514|Dorothy - White Butterfly|1.0|0|1
4514|Dorothy - Who Do You Love|1.0|0|1
4514|dotter - Cry|1.0|0|1
